Linux 3.10.0-229.el7.x86_64 (ip-10-234-134-85.us-west-1.compute.internal) 	08/27/2015 	_x86_64_	(16 CPU)

09:22:40 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
09:23:40 PM     all      0.85      0.00      0.88      1.31      0.12     96.84
09:24:40 PM     all      0.35      0.00      1.37      1.67      0.16     96.46
09:25:40 PM     all      2.05      0.00      1.60      1.32      0.14     94.88
09:26:40 PM     all      0.03      0.00      0.13      3.75      0.14     95.95
09:27:40 PM     all      1.33      0.00      1.14      2.64      0.08     94.81
09:28:40 PM     all      2.44      0.00      3.88      0.28      0.03     93.38
09:29:40 PM     all      5.00      0.00      0.94      0.29      0.02     93.76
09:30:40 PM     all      5.25      0.00      1.26      0.05      0.05     93.39
09:31:40 PM     all      5.29      0.00      1.30      0.04      0.04     93.34
09:32:40 PM     all      5.33      0.00      1.25      0.03      0.03     93.35
09:33:40 PM     all      5.37      0.00      1.24      0.02      0.04     93.33
09:34:40 PM     all      5.38      0.00      1.25      0.02      0.03     93.32
09:35:40 PM     all      5.59      0.00      0.96      0.02      0.02     93.41
09:36:40 PM     all      4.73      0.00      0.35      0.36      0.04     94.52
09:37:40 PM     all      0.80      0.00      1.13      1.42      0.12     96.53
09:38:40 PM     all      0.96      0.00      1.13      1.52      0.14     96.25
09:39:40 PM     all      3.83      0.00      0.91      0.69      0.04     94.53
09:40:40 PM     all      3.57      0.00      2.11      0.33      0.01     93.97
09:41:40 PM     all      3.20      0.00      1.88      0.60      0.02     94.30
09:42:40 PM     all      4.92      0.00      1.46      0.00      0.00     93.62
09:43:40 PM     all      5.16      0.00      1.19      0.00      0.00     93.64
09:44:40 PM     all      5.24      0.00      1.15      0.00      0.00     93.61
09:45:40 PM     all      4.84      0.00      1.12      0.15      0.01     93.89
09:46:40 PM     all      5.07      0.00      0.99      0.12      0.01     93.81
09:47:40 PM     all      6.17      0.00      0.30      0.00      0.00     93.53
09:48:40 PM     all      4.22      0.00      1.69      0.46      0.05     93.57
09:49:40 PM     all      3.20      0.00      1.49      0.79      0.05     94.46
09:50:40 PM     all      4.08      0.00      1.75      0.34      0.06     93.78
09:51:40 PM     all      4.32      0.00      1.84      0.23      0.08     93.54
09:52:40 PM     all      0.39      0.00      0.08      3.33      0.13     96.07
09:53:40 PM     all      0.01      0.00      0.06      3.66      0.15     96.12
09:54:40 PM     all      0.01      0.00      0.17      3.63      0.15     96.04
09:55:40 PM     all      0.07      0.00      0.31      3.45      0.15     96.03
09:56:40 PM     all      0.26      0.00      0.94      1.74      0.16     96.90
09:57:40 PM     all      3.08      0.00      0.95      0.81      0.07     95.08
09:58:40 PM     all      6.09      0.00      0.22      0.00      0.00     93.69
09:59:40 PM     all      6.10      0.00      0.21      0.00      0.00     93.69
10:00:40 PM     all      6.06      0.00      0.28      0.00      0.00     93.66
10:01:40 PM     all      5.42      0.00      0.88      0.01      0.00     93.70
10:02:40 PM     all      5.06      0.00      0.88      0.12      0.01     93.93
10:03:40 PM     all      4.96      0.00      1.20      0.15      0.06     93.63
10:04:40 PM     all      3.13      0.00      0.80      1.37      0.07     94.62
10:05:40 PM     all      4.78      0.00      0.93      0.54      0.05     93.71
10:06:40 PM     all      2.14      0.00      2.37      1.25      0.16     94.08
10:07:40 PM     all      1.66      0.00      2.94      1.25      0.13     94.01
10:08:40 PM     all      2.47      0.00      1.41      1.57      0.05     94.50
10:09:40 PM     all      0.85      0.00      0.76      2.66      0.08     95.65
10:10:40 PM     all      0.20      0.00      0.27      3.56      0.12     95.85
10:11:40 PM     all      0.15      0.00      0.25      3.46      0.09     96.04
10:12:40 PM     all      1.45      0.00      0.39      2.65      0.08     95.43
10:13:40 PM     all      0.43      0.00      0.32      3.25      0.07     95.93
10:14:40 PM     all      2.32      0.00      1.44      1.59      0.03     94.61
10:15:40 PM     all      5.77      0.00      0.28      0.14      0.02     93.79
10:16:40 PM     all      5.72      0.00      0.31      0.16      0.02     93.79
10:17:40 PM     all      5.71      0.00      0.29      0.17      0.02     93.81
10:18:40 PM     all      5.71      0.00      0.29      0.17      0.02     93.82
10:19:40 PM     all      5.85      0.00      0.28      0.09      0.01     93.77
10:20:40 PM     all      5.73      0.00      0.31      0.15      0.02     93.79
10:21:40 PM     all      5.61      0.00      0.31      0.21      0.01     93.86
10:22:40 PM     all      5.80      0.00      0.36      0.10      0.03     93.71
10:23:40 PM     all      5.83      0.00      0.35      0.10      0.03     93.69
10:24:40 PM     all      5.85      0.00      0.31      0.09      0.02     93.73
