BEGIN;
BEGIN
select
	p_brand,
	p_type,
	p_size,
	count(distinct ps_suppkey) as supplier_cnt
from
	partsupp,
	part
where
	p_partkey = ps_partkey
	and p_brand <> 'Brand#12'
	and p_type not like 'LARGE BURNISHED%'
	and p_size in (1, 25, 29, 3, 7, 5, 14, 38)
	and ps_suppkey not in (
		select
			s_suppkey
		from
			supplier
		where
			s_comment like '%Customer%Complaints%'
	)
group by
	p_brand,
	p_type,
	p_size
order by
	supplier_cnt desc,
	p_brand,
	p_type,
	p_size;
  p_brand   |          p_type           | p_size | supplier_cnt 
------------+---------------------------+--------+--------------
 Brand#33   | PROMO PLATED BRASS        |     29 |          580
 Brand#32   | STANDARD ANODIZED COPPER  |     14 |          576
 Brand#25   | LARGE ANODIZED NICKEL     |      3 |          572
 Brand#31   | STANDARD POLISHED NICKEL  |      1 |          572
 Brand#13   | ECONOMY BURNISHED STEEL   |     38 |          568
 Brand#14   | LARGE POLISHED STEEL      |     38 |          568
 Brand#22   | STANDARD PLATED NICKEL    |     29 |          568
 Brand#32   | LARGE POLISHED TIN        |     29 |          568
 Brand#41   | STANDARD BRUSHED STEEL    |     25 |          568
 Brand#42   | MEDIUM POLISHED TIN       |     25 |          568
 Brand#51   | ECONOMY POLISHED NICKEL   |      7 |          568
 Brand#34   | MEDIUM BRUSHED STEEL      |      5 |          567
 Brand#11   | LARGE BRUSHED TIN         |     14 |          565
 Brand#22   | LARGE ANODIZED BRASS      |     29 |          565
 Brand#14   | ECONOMY PLATED STEEL      |     14 |          564
 Brand#41   | SMALL PLATED COPPER       |      3 |          564
 Brand#45   | LARGE POLISHED NICKEL     |     14 |          564
 Brand#11   | ECONOMY PLATED NICKEL     |     25 |          563
 Brand#23   | ECONOMY PLATED NICKEL     |      3 |          563
 Brand#45   | MEDIUM ANODIZED COPPER    |      1 |          563
 Brand#42   | ECONOMY BRUSHED COPPER    |      5 |          562
 Brand#14   | ECONOMY BURNISHED BRASS   |      5 |          560
 Brand#22   | MEDIUM ANODIZED COPPER    |      7 |          560
 Brand#44   | SMALL BRUSHED STEEL       |      1 |          560
 Brand#24   | SMALL ANODIZED NICKEL     |      3 |          559
 Brand#25   | MEDIUM POLISHED STEEL     |      5 |          558
 Brand#13   | SMALL PLATED STEEL        |      7 |          556
 Brand#23   | ECONOMY BRUSHED TIN       |      7 |          556
 Brand#23   | MEDIUM BRUSHED COPPER     |     29 |          556
 Brand#31   | PROMO BURNISHED COPPER    |     25 |          556
 Brand#31   | PROMO PLATED STEEL        |      7 |          556
 Brand#33   | STANDARD BRUSHED TIN      |     14 |          556
 Brand#34   | MEDIUM BURNISHED COPPER   |      3 |          556
 Brand#34   | PROMO ANODIZED TIN        |      5 |          556
 Brand#41   | STANDARD ANODIZED TIN     |      1 |          556
 Brand#55   | ECONOMY ANODIZED STEEL    |     14 |          556
 Brand#24   | MEDIUM POLISHED COPPER    |      7 |          555
 Brand#31   | PROMO ANODIZED TIN        |      3 |          555
 Brand#35   | PROMO BURNISHED COPPER    |      1 |          555
 Brand#51   | ECONOMY PLATED NICKEL     |     14 |          553
 Brand#11   | STANDARD BRUSHED BRASS    |      5 |          552
 Brand#13   | MEDIUM POLISHED NICKEL    |      7 |          552
 Brand#14   | ECONOMY BRUSHED COPPER    |     14 |          552
 Brand#22   | PROMO ANODIZED BRASS      |     38 |          552
 Brand#23   | ECONOMY ANODIZED TIN      |     38 |          552
 Brand#23   | STANDARD PLATED STEEL     |      5 |          552
 Brand#31   | MEDIUM BURNISHED BRASS    |      7 |          552
 Brand#32   | ECONOMY BRUSHED STEEL     |      5 |          552
 Brand#34   | ECONOMY BRUSHED COPPER    |     29 |          552
 Brand#34   | MEDIUM BURNISHED BRASS    |      7 |          552
 Brand#34   | SMALL PLATED NICKEL       |      3 |          552
 Brand#51   | MEDIUM BRUSHED STEEL      |      3 |          552
 Brand#51   | MEDIUM PLATED COPPER      |      7 |          552
 Brand#53   | SMALL BRUSHED NICKEL      |      3 |          552
 Brand#54   | ECONOMY PLATED BRASS      |     25 |          552
 Brand#54   | SMALL POLISHED TIN        |     29 |          552
 Brand#51   | MEDIUM POLISHED BRASS     |      3 |          550
 Brand#11   | STANDARD PLATED TIN       |      5 |          548
 Brand#21   | MEDIUM BURNISHED STEEL    |     38 |          548
 Brand#22   | SMALL PLATED STEEL        |      1 |          548
 Brand#23   | SMALL ANODIZED STEEL      |      3 |          548
 Brand#24   | LARGE ANODIZED COPPER     |      5 |          548
 Brand#25   | SMALL PLATED NICKEL       |      5 |          548
 Brand#32   | ECONOMY POLISHED TIN      |     38 |          548
 Brand#32   | PROMO ANODIZED BRASS      |      5 |          548
 Brand#33   | SMALL BRUSHED TIN         |     14 |          548
 Brand#35   | PROMO BURNISHED BRASS     |      1 |          548
 Brand#41   | MEDIUM POLISHED BRASS     |     29 |          548
 Brand#44   | SMALL POLISHED COPPER     |     25 |          548
 Brand#52   | SMALL BRUSHED COPPER      |     14 |          548
 Brand#53   | SMALL BURNISHED BRASS     |      5 |          548
 Brand#53   | SMALL POLISHED TIN        |      1 |          548
 Brand#55   | PROMO ANODIZED NICKEL     |     29 |          548
 Brand#22   | MEDIUM ANODIZED NICKEL    |      3 |          547
 Brand#35   | STANDARD PLATED NICKEL    |     14 |          547
